row_number,invoice_id,branch,customer_id,gender,age,customer_type,credit_score,has_creditcard,is_active_member,product_category,number_of_products,tax_amount,price,total_amount,ratings,customer_churn,tenure
234,594-34-4444,A,15699461,Male,35,Normal,515,0,1,Electronic accessories,1,4.858,97.16,102.018,7.2,0,72
235,545-07-8534,C,15598044,Female,35,Normal,715,1,1,Health and beauty,2,5.832,58.32,122.472,6,0,29
236,633-09-3463,C,15784161,Male,39,Normal,583,0,0,Electronic accessories,3,7.1475,47.65,150.0975,9.5,0,2
237,430-53-4718,B,15601811,Female,53,Member,668,0,0,Health and beauty,8,30.148,75.37,633.108,8.4,1,10
238,794-32-2436,B,15809663,Female,27,Member,583,1,1,Electronic accessories,2,5.567,55.67,116.907,6,0,18
239,434-83-9547,C,15738605,Female,46,Member,634,1,1,Food and beverages,8,15.388,38.47,323.148,7.7,1,11
240,875-46-5808,B,15727868,Female,38,Member,711,1,1,Health and beauty,10,12.95,25.9,271.95,8.7,1,16
241,885-17-6250,A,15716284,Male,43,Normal,543,1,1,Health and beauty,1,3.987,79.74,83.727,7.3,0,72
242,280-17-4359,C,15809302,Male,24,Member,572,1,1,Health and beauty,10,45.25,90.5,950.25,8.1,0,72
243,613-59-9758,C,15745843,Female,31,Normal,689,1,1,Sports and travel,10,7.18,14.36,150.78,5.4,0,41
244,733-33-4967,C,15651022,Male,44,Normal,480,1,0,Electronic accessories,8,8.34,20.85,175.14,6.3,1,65
245,361-59-0574,B,15632575,Female,70,Member,559,1,1,Sports and travel,8,36.212,90.53,760.452,6.5,0,13
246,288-38-3758,C,15766378,Female,45,Member,714,1,1,Fashion accessories,3,12.7305,84.87,267.3405,7.4,0,4
247,660-29-7083,C,15731148,Male,33,Normal,558,1,1,Electronic accessories,10,27.935,55.87,586.635,5.8,1,41
248,387-49-4215,B,15697028,Male,34,Member,590,0,1,Sports and travel,3,7.275,48.5,152.775,6.7,0,15
249,319-50-3348,B,15568982,Female,24,Normal,726,1,1,Home and lifestyle,2,4.03,40.3,84.63,4.4,0,1
250,174-64-0215,B,15641822,Female,19,Normal,648,0,1,Sports and travel,10,34.87,69.74,732.27,8.9,0,42
251,346-12-3257,B,15775546,Female,29,Member,517,1,0,Electronic accessories,9,8.658,19.24,181.818,8,0,51
252,598-06-7312,B,15710543,Male,46,Member,629,1,1,Fashion accessories,1,4.5675,91.35,95.9175,6.8,1,2
253,643-38-7867,A,15773776,Female,38,Normal,655,1,1,Home and lifestyle,1,4.897,97.94,102.837,6.9,0,1
254,399-46-5918,C,15769499,Female,74,Normal,545,1,1,Electronic accessories,8,34.392,85.98,722.232,8.2,0,32
255,848-95-6252,C,15723818,Female,37,Member,453,1,0,Home and lifestyle,1,4.3135,86.27,90.5835,7,0,10
256,386-27-7606,C,15718773,Female,32,Member,638,1,0,Home and lifestyle,7,28.42,81.2,596.82,8.1,0,67
257,277-35-5865,C,15617029,Female,30,Member,596,1,0,Food and beverages,9,44.5365,98.97,935.2665,6.7,0,61
258,735-32-9839,C,15737408,Female,41,Member,703,1,0,Fashion accessories,8,39.48,98.7,829.08,8.5,0,50
259,275-28-0149,A,15775235,Female,36,Normal,690,0,0,Sports and travel,1,3.1845,63.69,66.8745,6,0,2
260,376-56-3573,C,15697391,Female,34,Normal,604,1,0,Fashion accessories,4,19.084,95.42,400.764,6.4,0,29
261,122-61-9553,C,15623430,Male,34,Normal,672,1,0,Electronic accessories,9,23.094,51.32,484.974,5.6,0,3
262,597-78-7908,C,15584518,Female,50,Normal,589,1,1,Fashion accessories,3,13.533,90.22,284.193,6.2,0,13
263,860-79-0874,C,15647965,Female,57,Member,477,1,1,Fashion accessories,10,49.65,99.3,1042.65,6.6,1,57
264,389-70-2397,C,15788723,Female,49,Normal,599,1,1,Health and beauty,5,20.915,83.66,439.215,7.2,1,31
265,133-14-7229,C,15567778,Female,54,Normal,690,1,1,Health and beauty,2,6.287,62.87,132.027,5,1,45
266,616-24-2851,B,15597949,Female,47,Member,768,1,0,Fashion accessories,4,3.574,17.87,75.054,6.5,1,61
267,815-04-6282,C,15773146,Male,26,Member,652,0,1,Sports and travel,5,16.2425,64.97,341.0925,6.5,0,50
268,211-30-9270,C,15669945,Male,35,Normal,492,1,0,Health and beauty,5,4.3525,17.41,91.4025,4.9,0,19
269,313-66-9943,B,15811261,Male,42,Member,617,1,1,Food and beverages,3,4.3725,29.15,91.8225,7.3,0,59
270,809-46-1866,A,15566156,Female,44,Normal,749,0,0,Health and beauty,4,11.63,58.15,244.23,8.4,0,71
271,895-03-6665,B,15671148,Male,33,Normal,490,0,0,Fashion accessories,9,16.4295,36.51,345.0195,4.2,0,16
272,655-07-2265,A,15782758,Male,40,Normal,632,1,1,Electronic accessories,3,11.7465,78.31,246.6765,5.4,0,57
273,885-17-6250,A,15597983,Male,69,Normal,692,1,1,Health and beauty,1,3.987,79.74,83.727,7.3,0,1
274,169-52-4504,A,15716041,Male,39,Normal,622,0,1,Electronic accessories,3,2.3535,15.69,49.4235,5.8,0,20
275,241-72-9525,B,15809837,Female,66,Normal,430,1,1,Sports and travel,10,25.955,51.91,545.055,8.2,1,1
276,232-16-2483,C,15799825,Female,44,Member,583,1,1,Sports and travel,1,3.406,68.12,71.526,6.8,0,5
277,378-07-7001,B,15695197,Female,25,Member,553,1,0,Electronic accessories,3,7.2135,48.09,151.4835,7.8,0,52
278,801-88-0346,C,15724890,Male,36,Normal,584,0,0,Fashion accessories,3,11.409,76.06,239.589,9.8,0,21
279,563-36-9814,A,15757140,Male,51,Member,787,0,1,Electronic accessories,1,3.841,76.82,80.661,7.2,0,14
280,865-41-9075,A,15786014,Male,28,Normal,568,1,0,Food and beverages,7,4.0355,11.53,84.7455,8.1,0,5
281,827-77-7633,A,15710853,Female,24,Normal,623,1,0,Sports and travel,9,44.1405,98.09,926.9505,9.3,0,6
282,266-20-6657,C,15651389,Male,24,Member,561,0,1,Food and beverages,7,19.264,55.04,404.544,5.2,0,10
283,732-67-5346,A,15637118,Male,33,Normal,684,1,0,Food and beverages,5,3.4475,13.79,72.3975,7.8,0,1
284,371-85-5789,B,15697100,Female,48,Normal,772,1,0,Health and beauty,3,13.197,87.98,277.137,5.1,1,68
285,847-38-7188,B,15809143,Male,32,Normal,456,1,1,Food and beverages,3,14.502,96.68,304.542,6.4,0,18
286,606-80-4905,C,15751943,Female,43,Member,529,0,0,Sports and travel,6,5.745,19.15,120.645,6.8,0,22
287,152-68-2907,A,15654531,Male,22,Normal,477,0,0,Food and beverages,3,7.83,52.2,164.43,9.5,1,20
288,189-52-0236,A,15632275,Male,29,Normal,718,1,0,Electronic accessories,7,34.8425,99.55,731.6925,7.6,0,1
289,336-78-2147,C,15622171,Male,30,Member,642,1,0,Home and lifestyle,8,25.564,63.91,536.844,4.6,0,8
290,271-77-8740,C,15606003,Female,21,Member,566,1,1,Sports and travel,6,8.766,29.22,184.086,5,0,10
291,458-10-8612,C,15713144,Male,46,Normal,588,1,0,Health and beauty,7,22.428,64.08,470.988,7.6,0,24
292,354-39-5160,A,15720371,Female,51,Member,652,1,0,Home and lifestyle,6,10.326,34.42,216.846,9.8,1,35
293,142-72-4741,C,15790455,Female,50,Member,478,0,1,Fashion accessories,2,9.32,93.2,195.72,6,1,23
294,190-14-3147,B,15696054,Male,37,Normal,596,0,1,Health and beauty,4,3.594,17.97,75.474,6.4,0,6
295,821-07-3596,C,15768293,Male,51,Normal,614,1,1,Fashion accessories,4,3.29,16.45,69.09,5.6,0,12
296,247-11-2470,A,15643438,Male,20,Member,850,1,0,Fashion accessories,4,4.464,22.32,93.744,4.4,0,1
297,604-70-6476,A,15677906,Female,54,Member,637,0,1,Fashion accessories,5,4.485,17.94,94.185,6.8,0,71
298,888-02-0338,A,15800773,Female,28,Normal,648,1,1,Electronic accessories,9,11.8035,26.23,247.8735,5.9,0,35
299,382-25-8917,C,15807457,Female,36,Normal,641,1,0,Fashion accessories,6,12.624,42.08,265.104,8.9,0,40
300,399-69-4630,C,15809585,Male,38,Normal,646,1,0,Electronic accessories,6,6.663,22.21,139.923,8.6,0,1
301,448-61-3783,A,15656333,Female,33,Normal,574,1,0,Electronic accessories,8,36.008,90.02,756.168,4.5,0,23
302,498-41-1961,B,15626144,Male,40,Normal,675,1,0,Health and beauty,5,16.67,66.68,350.07,7.6,0,4
303,885-56-0389,C,15680421,Female,42,Member,591,0,0,Fashion accessories,1,2.6175,52.35,54.9675,4,0,4
304,355-53-5943,A,15656454,Male,37,Member,654,1,0,Electronic accessories,6,20.652,68.84,433.692,5.8,0,68
305,616-24-2851,B,15683553,Female,33,Member,788,0,0,Fashion accessories,4,3.574,17.87,75.054,6.5,0,38
306,431-66-2305,B,15567855,Female,29,Normal,623,0,0,Electronic accessories,9,39.7125,88.25,833.9625,7.6,0,52
307,795-49-7276,A,15614365,Male,31,Normal,696,0,0,Fashion accessories,4,7.43,37.15,156.03,8.3,0,32
308,699-88-1972,B,15660571,Male,43,Normal,668,1,1,Health and beauty,8,39.664,99.16,832.944,4.2,0,29
309,873-95-4984,B,15775663,Male,53,Member,712,1,1,Health and beauty,7,26.915,76.9,565.215,7.7,0,38
310,433-75-6987,B,15815095,Male,54,Member,850,0,0,Health and beauty,7,19.5895,55.97,411.3795,8.9,1,48
311,257-73-1380,C,15671534,Female,57,Member,646,1,0,Sports and travel,4,16.586,82.93,348.306,9.6,1,1
312,162-48-8011,A,15725639,Female,63,Member,793,1,1,Food and beverages,5,11.1475,44.59,234.0975,8.5,0,22
313,227-07-4446,C,15644833,Male,54,Member,675,1,0,Electronic accessories,10,39.065,78.13,820.365,4.4,1,43
314,630-74-5166,A,15737910,Male,35,Normal,703,1,0,Sports and travel,6,18.639,62.13,391.419,7.4,0,5
315,592-34-6155,C,15569976,Male,65,Normal,754,1,1,Food and beverages,4,6.354,31.77,133.434,6.2,1,5
316,457-13-1708,B,15787619,Male,18,Member,844,0,0,Fashion accessories,10,32.615,65.23,684.915,5.2,0,51
317,504-35-8843,A,15645517,Male,22,Normal,850,1,1,Sports and travel,1,2.1235,42.47,44.5935,5.7,0,71
318,214-17-6927,C,15636977,Male,36,Normal,507,1,0,Food and beverages,6,4.944,16.48,103.824,9.9,1,38
319,148-82-2527,C,15715920,Male,23,Member,782,1,1,Home and lifestyle,10,6.06,12.12,127.26,8.4,0,24
320,286-01-5402,A,15709117,Female,46,Normal,823,1,1,Sports and travel,7,14.0805,40.23,295.6905,9.6,1,35
321,566-19-5475,B,15763895,Male,32,Normal,536,1,0,Fashion accessories,7,16.7895,47.97,352.5795,6.2,0,54
322,721-86-6247,A,15756125,Male,44,Normal,757,1,0,Home and lifestyle,8,25.368,63.42,532.728,7.4,0,72
323,267-62-7380,C,15650442,Female,32,Member,644,1,1,Electronic accessories,10,41.17,82.34,864.57,4.3,1,1
324,510-95-6347,B,15775750,Male,37,Member,686,1,0,Food and beverages,3,7.278,48.52,152.838,4,0,9
325,133-14-7229,C,15733602,Female,72,Normal,814,0,1,Health and beauty,2,6.287,62.87,132.027,5,0,69
326,238-45-6950,B,15642530,Female,47,Member,706,1,0,Food and beverages,1,2.686,53.72,56.406,6.4,1,52
327,374-17-3652,B,15733966,Female,55,Member,496,1,1,Food and beverages,9,19.269,42.82,404.649,8.9,1,11
328,201-63-8275,C,15699486,Male,34,Member,745,1,1,Sports and travel,7,23.7965,67.99,499.7265,5.7,0,2
329,423-57-2993,B,15627995,Female,26,Normal,756,0,1,Sports and travel,6,28.017,93.39,588.357,10,1,28
330,360-39-5055,C,15591257,Male,24,Member,796,1,0,Sports and travel,5,12.2275,48.91,256.7775,6.6,0,17
331,277-35-5865,C,15734246,Female,21,Member,746,0,1,Food and beverages,9,44.5365,98.97,935.2665,6.7,0,35
332,450-42-3339,C,15674343,Male,44,Normal,597,0,1,Health and beauty,10,42.305,84.61,888.405,8.8,0,8
333,887-42-0517,C,15570002,Female,55,Normal,625,0,0,Sports and travel,7,29.099,83.14,611.079,6.6,1,46
334,355-34-6244,B,15794159,Female,26,Normal,633,1,1,Food and beverages,2,7.239,72.39,152.019,8.1,0,7
335,458-61-0011,B,15761986,Female,32,Normal,439,1,0,Food and beverages,4,12.06,60.3,253.26,5.8,0,2
336,144-51-6085,A,15587266,Female,27,Member,606,0,1,Home and lifestyle,4,14.148,70.74,297.108,4.4,0,68
337,808-65-0703,C,15784700,Male,31,Normal,811,1,1,Home and lifestyle,4,7.094,35.47,148.974,6.9,0,43
338,830-58-2383,B,15710138,Male,39,Normal,718,0,1,Home and lifestyle,4,6.35,31.75,133.35,8.6,0,68
339,272-65-1806,A,15573045,Male,62,Normal,547,1,1,Electronic accessories,9,27.396,60.88,575.316,4.7,0,36
340,114-35-5271,B,15780140,Male,32,Normal,435,1,1,Electronic accessories,8,23.164,57.91,486.444,8.1,0,63
341,701-69-8742,B,15774336,Male,44,Normal,648,1,1,Sports and travel,10,17.185,34.37,360.885,6.7,0,32
342,597-78-7908,C,15753874,Male,37,Normal,694,0,1,Fashion accessories,3,13.533,90.22,284.193,6.2,0,71
343,443-60-9639,C,15690670,Male,33,Member,720,0,1,Home and lifestyle,1,3.0435,60.87,63.9135,5.5,0,66
344,261-12-8671,B,15781987,Male,31,Normal,641,1,1,Fashion accessories,2,6.096,60.96,128.016,4.9,0,63
345,549-03-9315,B,15806318,Female,48,Normal,676,1,0,Fashion accessories,8,37.948,94.87,796.908,8.7,1,41
346,225-32-0908,C,15672945,Female,37,Normal,661,1,0,Sports and travel,10,22.43,44.86,471.03,8.2,0,1
347,102-77-2261,C,15677123,Male,37,Member,767,1,1,Health and beauty,7,22.8585,65.31,480.0285,4.2,0,2
348,433-75-6987,B,15609824,Female,41,Member,794,1,0,Health and beauty,7,19.5895,55.97,411.3795,8.9,1,70
349,746-54-5508,A,15765537,Male,26,Normal,687,1,1,Home and lifestyle,6,6.456,21.52,135.576,9.4,0,23
350,584-86-7256,C,15683618,Female,35,Member,774,1,1,Sports and travel,7,12.096,34.56,254.016,7.3,0,64
351,275-28-0149,A,15615352,Male,31,Normal,588,0,1,Sports and travel,1,3.1845,63.69,66.8745,6,0,37
352,390-31-6381,C,15781975,Male,34,Normal,708,0,1,Food and beverages,3,4.083,27.22,85.743,7.3,1,17
353,744-09-5786,B,15657830,Male,43,Normal,663,1,0,Electronic accessories,6,6.603,22.01,138.663,7.6,0,7
354,421-95-9805,A,15686611,Male,30,Normal,495,0,0,Electronic accessories,1,1.448,28.96,30.408,6.2,0,4
355,458-41-1477,C,15800703,Female,21,Normal,485,1,1,Health and beauty,6,13.878,46.26,291.438,9.5,0,21
356,227-03-5010,A,15709917,Female,46,Member,601,0,0,Home and lifestyle,8,21.036,52.59,441.756,8.5,0,10
357,735-32-9839,C,15681274,Female,56,Member,726,1,1,Fashion accessories,8,39.48,98.7,829.08,8.5,0,16
358,533-33-5337,B,15749688,Male,32,Normal,541,0,0,Electronic accessories,10,39.695,79.39,833.595,6.2,0,64
359,775-72-1988,B,15661526,Male,37,Normal,815,1,0,Home and lifestyle,5,18.32,73.28,384.72,8.4,0,27
360,608-04-3797,B,15776545,Male,28,Member,682,0,1,Health and beauty,8,10.128,25.32,212.688,8.7,1,42
361,436-54-4512,A,15760102,Female,36,Member,551,1,0,Food and beverages,1,4.5805,91.61,96.1905,9.8,0,5
362,804-38-3935,A,15622774,Male,34,Member,648,1,1,Electronic accessories,3,14.067,93.78,295.407,5.9,0,41
363,884-80-6021,A,15662641,Male,19,Member,850,1,1,Electronic accessories,10,36.735,73.47,771.435,9.5,0,58
364,314-23-4520,C,15698839,Male,46,Member,460,1,1,Health and beauty,7,28.4305,81.23,597.0405,9,0,47
365,732-94-0499,C,15594577,Male,35,Normal,556,1,1,Electronic accessories,10,20.825,41.65,437.325,5.4,0,18
366,761-49-0439,B,15669411,Female,52,Member,750,1,0,Electronic accessories,8,4.84,12.1,101.64,8.6,1,5
367,549-23-9016,C,15611171,Male,33,Member,740,1,1,Food and beverages,2,1.487,14.87,31.227,8.9,0,23
368,102-77-2261,C,15685243,Female,63,Member,736,0,1,Health and beauty,7,22.8585,65.31,480.0285,4.2,0,1
369,394-43-4238,B,15627801,Male,33,Member,512,1,0,Home and lifestyle,5,4.4425,17.77,93.2925,5.4,0,71
370,868-52-7573,B,15568240,Female,30,Normal,492,0,1,Food and beverages,5,24.9225,99.69,523.3725,9.9,0,72
371,409-33-9708,A,15779103,Female,39,Normal,527,1,0,Fashion accessories,2,9.848,98.48,206.808,9.2,0,33
372,437-53-3084,B,15688951,Male,43,Normal,789,0,1,Fashion accessories,2,9.989,99.89,209.769,7.1,1,2
373,578-80-7669,B,15644896,Male,32,Normal,663,1,1,Sports and travel,1,3.7485,74.97,78.7185,5.6,0,24
374,784-08-0310,C,15633546,Female,33,Member,652,1,0,Food and beverages,4,4.208,21.04,88.368,7.6,0,56
375,784-21-9238,C,15671351,Male,35,Member,624,1,0,Sports and travel,1,0.5085,10.17,10.6785,5.9,0,37
376,320-85-2052,B,15633608,Male,33,Normal,641,1,1,Sports and travel,1,1.7405,34.81,36.5505,7,1,43
377,286-43-6208,C,15761763,Male,33,Normal,845,1,0,Food and beverages,9,39.51,87.8,829.71,9.2,0,1
378,307-85-2293,B,15751185,Female,50,Normal,699,1,0,Home and lifestyle,5,12.57,50.28,263.97,9.7,0,25
379,759-29-9521,A,15712825,Female,29,Member,511,0,1,Fashion accessories,9,22.032,48.96,462.672,8,0,61
380,242-11-3142,B,15682890,Male,38,Member,745,1,1,Fashion accessories,2,8.377,83.77,175.917,4.6,0,17
381,266-76-6436,C,15743076,Male,29,Member,669,1,1,Food and beverages,3,5.79,38.6,121.59,7.5,0,41
382,256-58-3609,C,15767626,Male,42,Member,811,1,1,Fashion accessories,1,4.599,91.98,96.579,9.8,0,1
383,528-14-9470,A,15686964,Female,34,Member,675,0,0,Health and beauty,1,4.565,91.3,95.865,9.2,0,72
384,400-80-4065,C,15742091,Female,35,Member,825,1,0,Health and beauty,4,13.71,68.55,287.91,9.2,1,1
385,642-32-2990,A,15782311,Male,28,Normal,529,1,1,Food and beverages,10,5.48,10.96,115.08,6,0,48
386,859-71-0933,C,15655574,Female,40,Member,698,1,0,Sports and travel,2,1.549,15.49,32.529,6.3,0,11
387,755-12-3214,C,15736271,Female,29,Member,498,1,0,Fashion accessories,5,11.055,44.22,232.155,8.6,0,55
388,393-65-2792,C,15648075,Female,47,Normal,686,1,0,Food and beverages,10,44.74,89.48,939.54,9.6,1,42
389,511-54-3087,B,15587038,Female,32,Normal,654,1,1,Sports and travel,1,4.4225,88.45,92.8725,9.5,1,44
390,137-74-8729,C,15683657,Female,31,Normal,594,1,0,Fashion accessories,8,4.876,12.19,102.396,6.8,0,1
391,505-02-0892,B,15585388,Male,31,Member,660,1,1,Health and beauty,8,17.028,42.57,357.588,5.6,0,27
392,457-13-1708,B,15751131,Female,41,Member,836,1,1,Fashion accessories,10,32.615,65.23,684.915,5.2,0,27
393,695-51-0018,B,15737571,Female,28,Normal,540,0,1,Sports and travel,4,6.968,34.84,146.328,7.4,0,2
394,311-13-6971,B,15707114,Male,30,Member,831,0,1,Sports and travel,10,15.995,31.99,335.895,9.9,0,19
395,541-48-8554,A,15672152,Male,37,Normal,850,0,1,Sports and travel,9,27.4275,60.95,575.9775,6,1,42
396,711-31-1234,B,15729083,Male,36,Normal,674,0,1,Electronic accessories,4,19.128,95.64,401.688,7.9,0,66
397,318-12-0304,A,15638247,Male,44,Normal,700,1,0,Fashion accessories,1,1.5305,30.61,32.1405,5.2,0,33
398,528-14-9470,A,15807245,Female,41,Member,699,1,0,Health and beauty,1,4.565,91.3,95.865,9.2,0,34
399,284-34-9626,B,15625395,Female,28,Normal,585,1,1,Home and lifestyle,3,11.556,77.04,242.676,7.2,0,33
400,568-88-3448,A,15769402,Male,27,Normal,667,1,1,Health and beauty,1,1.25,25,26.25,5.5,0,23
401,241-72-9525,B,15594408,Female,48,Normal,584,1,0,Sports and travel,10,25.955,51.91,545.055,8.2,1,32
402,470-32-9057,A,15795540,Female,36,Member,556,0,1,Food and beverages,5,12.835,51.34,269.535,9.1,0,11
403,445-30-9252,A,15587647,Female,66,Normal,850,0,1,Sports and travel,3,3.855,25.7,80.955,6.1,1,69
404,752-23-3760,B,15796480,Female,31,Member,687,0,1,Sports and travel,7,22.428,64.08,470.988,7.3,0,68
405,129-29-8530,A,15756875,Male,34,Member,782,0,1,Sports and travel,5,15.655,62.62,328.755,7,0,20
406,347-34-2234,B,15702014,Male,33,Member,555,0,0,Sports and travel,9,24.7815,55.07,520.4115,10,0,72
407,892-05-6689,A,15590078,Male,27,Normal,622,1,1,Home and lifestyle,5,7.08,28.32,148.68,6.2,0,60
408,181-94-6432,C,15702919,Male,30,Member,729,1,0,Fashion accessories,2,6.933,69.33,145.593,9.7,0,32
409,706-36-6154,A,15569807,Female,34,Member,673,1,0,Home and lifestyle,9,8.712,19.36,182.952,8.7,1,1
410,268-20-3585,C,15716164,Female,41,Normal,501,1,0,Health and beauty,9,6.2325,13.85,130.8825,6,0,1
411,420-97-3340,A,15752409,Male,31,Normal,553,0,0,Food and beverages,3,10.752,71.68,225.792,9.2,0,3
412,174-64-0215,B,15704168,Male,38,Normal,535,0,0,Sports and travel,10,34.87,69.74,732.27,8.9,1,46
413,731-81-9469,C,15566251,Female,37,Member,618,1,0,Sports and travel,10,44.9,89.8,942.9,5.4,1,29
414,834-83-1826,B,15645847,Male,35,Member,569,1,0,Home and lifestyle,5,20.51,82.04,430.71,7.6,1,51
415,686-41-0932,B,15809137,Male,29,Normal,453,0,0,Fashion accessories,2,3.47,34.7,72.87,8.2,1,48
416,280-17-4359,C,15758372,Male,18,Member,674,1,1,Health and beauty,10,45.25,90.5,950.25,8.1,1,16
417,656-95-9349,A,15642725,Male,32,Member,797,0,1,Health and beauty,7,24.1255,68.93,506.6355,4.6,0,70
418,699-14-3026,C,15632848,Female,36,Normal,634,1,0,Electronic accessories,7,29.8865,85.39,627.6165,4.1,0,40
419,743-88-1662,C,15567147,Male,40,Normal,802,1,1,Sports and travel,7,33.4215,95.49,701.8515,8.7,0,22
420,134-75-2619,A,15660385,Male,39,Member,592,1,0,Electronic accessories,7,6.762,19.32,142.002,6.9,0,1
421,409-33-9708,A,15618239,Female,48,Normal,530,1,0,Fashion accessories,2,9.848,98.48,206.808,9.2,0,5
422,574-31-8277,B,15615245,Male,19,Member,660,1,1,Fashion accessories,1,1.6815,33.63,35.3115,5.6,0,7
423,641-96-3695,C,15648951,Male,41,Member,785,1,1,Fashion accessories,6,13.038,43.46,273.798,8.5,0,29
424,804-38-3935,A,15642997,Female,36,Member,655,1,1,Electronic accessories,3,14.067,93.78,295.407,5.9,0,44
425,176-64-7711,B,15629390,Male,37,Normal,653,1,0,Food and beverages,3,4.848,32.32,101.808,4.3,0,10
426,549-96-4200,C,15647974,Female,44,Member,679,1,0,Food and beverages,4,3.408,17.04,71.568,7,0,55
427,575-30-8091,A,15569247,Female,57,Normal,727,0,1,Sports and travel,8,29,72.5,609,9.2,0,52
428,727-17-0390,A,15798256,Female,45,Normal,558,0,0,Food and beverages,5,15.9025,63.61,333.9525,4.8,1,10
429,369-82-2676,B,15730447,Female,49,Normal,629,1,1,Electronic accessories,5,18.915,75.66,397.215,7.8,0,18
430,169-52-4504,A,15643658,Male,53,Normal,850,1,0,Electronic accessories,3,2.3535,15.69,49.4235,5.8,0,68
431,873-51-0671,A,15689751,Female,31,Member,666,0,0,Sports and travel,7,7.693,21.98,161.553,5.1,0,61
432,220-68-6701,A,15704597,Male,33,Normal,644,0,1,Home and lifestyle,4,15.494,77.47,325.374,4.2,0,72
433,730-61-8757,B,15687171,Male,34,Member,638,1,0,Health and beauty,4,10.226,51.13,214.746,4,0,2
434,583-72-1480,C,15676895,Female,39,Member,547,1,1,Electronic accessories,4,7.412,37.06,155.652,9.7,1,12
435,514-37-2845,B,15700083,Male,39,Normal,609,1,0,Fashion accessories,2,9.925,99.25,208.425,9,0,41
436,598-06-7312,B,15681758,Female,25,Member,525,1,0,Fashion accessories,1,4.5675,91.35,95.9175,6.8,0,26
437,821-07-3596,C,15607278,Female,46,Normal,794,1,1,Fashion accessories,4,3.29,16.45,69.09,5.6,0,36
438,153-58-4872,C,15800784,Male,42,Member,645,1,1,Food and beverages,4,14.978,74.89,314.538,4.2,0,72
439,866-05-7563,B,15608726,Male,24,Member,663,1,1,Electronic accessories,3,12.21,81.4,256.41,4.8,0,35
